228,25,3,23,22,21,1.0476190476190477
229,19,15,12,11,11,1.0
230,20,3,10,10,10,1.0
231,21,12,21,17,14,1.2142857142857142
232,3,7,5,3,3,1.0
233,2,4,3,2,2,1.0
234,25,2,13,13,12,1.0833333333333333
235,15,14,18,14,13,1.0769230769230769
236,19,8,15,15,15,1.0
237,24,12,11,10,10,1.0
238,11,2,21,11,11,1.0
239,7,9,13,7,7,1.0
240,7,5,12,7,7,1.0
241,19,6,23,18,17,1.0588235294117647
242,10,2,19,10,10,1.0
243,10,15,19,10,10,1.0
244,26,7,15,15,14,1.0714285714285714
245,13,14,16,11,11,1.0
246,18,9,14,14,12,1.1666666666666667
247,8,5,15,8,8,1.0
248,25,13,10,10,10,1.0
249,25,12,14,13,13,1.0
250,5,11,9,5,5,1.0
251,13,5,23,13,13,1.0
252,13,15,19,12,11,1.0909090909090908
253,12,4,11,10,9,1.1111111111111112
254,20,14,12,10,8,1.25
255,18,5,17,15,14,1.0714285714285714
256,18,13,12,12,11,1.0909090909090908
257,17,12,17,13,12,1.0833333333333333
258,8,12,15,8,8,1.0
259,14,11,17,13,12,1.0833333333333333
260,10,15,12,8,7,1.1428571428571428
261,12,6,16,12,11,1.0909090909090908
262,4,4,7,4,4,1.0
263,19,9,22,14,14,1.0
264,6,15,11,6,6,1.0
265,21,15,26,19,18,1.0555555555555556
266,2,3,3,2,2,1.0
267,9,15,17,9,9,1.0
268,26,2,17,17,17,1.0
269,11,10,11,9,7,1.2857142857142858
270,3,4,5,3,3,1.0
271,15,15,13,10,9,1.1111111111111112
272,7,4,13,7,7,1.0
273,12,14,20,12,12,1.0
274,1,5,1,1,1,1.0
275,22,14,24,19,18,1.0555555555555556
276,16,14,17,11,9,1.2222222222222223
277,20,2,18,17,16,1.0625
278,19,4,16,16,16,1.0
279,16,4,11,11,10,1.1
280,2,5,3,2,2,1.0
281,20,15,16,13,12,1.0833333333333333
282,26,15,14,14,12,1.1666666666666667
283,25,4,19,19,18,1.0555555555555556
284,8,7,15,8,8,1.0
285,14,3,25,14,14,1.0
286,2,3,3,2,2,1.0
287,6,15,11,6,6,1.0
288,13,10,25,13,13,1.0
289,9,2,17,9,9,1.0
290,21,5,21,18,15,1.2
291,2,14,3,2,2,1.0
292,13,10,17,11,10,1.1
293,11,3,13,11,11,1.0
294,2,8,3,2,2,1.0
295,23,6,10,10,10,1.0
296,14,5,21,14,13,1.0769230769230769
297,7,14,13,7,7,1.0
298,4,2,7,4,4,1.0
299,7,13,13,7,7,1.0
300,4,4,7,4,4,1.0
301,2,8,3,2,2,1.0
302,11,13,21,11,11,1.0
303,26,13,10,10,9,1.1111111111111112
304,17,15,15,12,11,1.0909090909090908
305,10,8,19,10,10,1.0
306,9,15,17,9,9,1.0
307,1,15,1,1,1,1.0
308,26,9,15,15,15,1.0
309,20,14,21,16,16,1.0
310,10,11,19,10,10,1.0
311,1,10,1,1,1,1.0
312,21,13,13,11,10,1.1
313,5,10,9,5,5,1.0
314,19,6,19,18,17,1.0588235294117647
315,17,4,20,17,15,1.1333333333333333
316,24,5,21,19,17,1.1176470588235294
317,16,7,26,16,16,1.0
318,24,11,13,13,13,1.0
319,5,4,9,5,5,1.0
320,4,3,7,4,4,1.0
321,3,3,5,3,3,1.0
322,14,3,11,9,9,1.0
323,2,11,3,2,2,1.0
324,11,13,13,8,8,1.0
325,5,4,9,5,5,1.0
326,25,3,26,21,20,1.05
327,23,2,12,12,12,1.0
328,23,7,25,21,19,1.105263157894737
329,13,11,23,13,13,1.0
330,7,7,13,7,7,1.0
331,19,8,15,14,13,1.0769230769230769
332,12,4,10,7,7,1.0
333,5,4,9,5,5,1.0
334,20,10,26,20,19,1.0526315789473684
335,17,10,24,17,16,1.0625
336,20,5,14,14,13,1.0769230769230769
337,25,9,12,12,12,1.0
338,4,11,7,4,4,1.0
339,18,9,21,16,15,1.0666666666666667
340,26,10,22,20,19,1.0526315789473684
341,9,9,15,9,8,1.125
342,20,2,16,15,15,1.0
343,17,5,20,17,16,1.0625
344,1,11,1,1,1,1.0
345,20,15,15,12,9,1.3333333333333333
346,5,9,9,5,5,1.0
347,24,13,12,12,11,1.0909090909090908
348,3,2,5,3,3,1.0
349,15,5,26,15,15,1.0
350,1,2,1,1,1,1.0
351,17,12,16,14,13,1.0769230769230769
352,24,12,25,20,17,1.1764705882352942
353,24,4,25,21,20,1.05
354,2,6,3,2,2,1.0
355,26,8,20,18,16,1.125
356,19,13,11,10,10,1.0
357,2,15,3,2,2,1.0
358,17,8,11,11,10,1.1
359,6,4,11,6,6,1.0
360,21,4,22,18,17,1.0588235294117647
361,15,13,10,8,7,1.1428571428571428
362,17,4,23,16,15,1.0666666666666667
363,21,4,10,10,10,1.0
364,15,7,14,13,13,1.0
365,18,13,26,17,16,1.0625
366,9,11,15,8,8,1.0
367,4,6,7,4,4,1.0
368,21,5,22,18,17,1.0588235294117647
369,6,15,11,6,6,1.0
370,23,6,14,14,13,1.0769230769230769
371,24,14,11,11,10,1.1
372,23,8,18,17,16,1.0625
373,20,13,15,13,12,1.0833333333333333
374,12,8,20,12,12,1.0
375,6,3,11,6,6,1.0
376,20,10,18,14,14,1.0
377,1,10,1,1,1,1.0
378,8,5,15,8,8,1.0
379,6,8,11,6,6,1.0
380,23,13,25,20,20,1.0
381,11,6,11,7,6,1.1666666666666667
382,3,2,5,3,3,1.0
383,21,12,26,21,19,1.105263157894737
384,1,12,1,1,1,1.0
385,19,8,16,13,12,1.0833333333333333
386,1,13,1,1,1,1.0
387,22,12,20,17,15,1.1333333333333333
388,21,5,23,20,19,1.0526315789473684
389,7,8,11,7,7,1.0
390,24,8,19,17,17,1.0
391,5,12,9,5,5,1.0
392,19,7,26,19,17,1.1176470588235294
393,10,10,12,9,8,1.125
394,22,10,26,22,19,1.1578947368421053
395,8,7,15,8,8,1.0
396,23,7,16,15,14,1.0714285714285714
397,23,9,12,12,12,1.0
398,11,3,10,9,9,1.0
399,8,10,15,8,8,1.0
400,1,13,1,1,1,1.0
401,16,12,17,13,12,1.0833333333333333
402,23,2,21,18,16,1.125
403,6,8,11,6,6,1.0
404,26,9,26,22,21,1.0476190476190477
405,1,12,1,1,1,1.0
406,24,6,19,19,18,1.0555555555555556
407,15,14,18,13,13,1.0
408,15,14,24,15,15,1.0
409,19,8,23,17,17,1.0
410,25,15,21,18,16,1.125
411,1,10,1,1,1,1.0
412,4,9,7,4,4,1.0
413,13,4,12,9,8,1.125
414,2,6,3,2,2,1.0
415,10,11,19,10,10,1.0
416,3,13,5,3,3,1.0
417,6,9,11,6,6,1.0
418,9,15,17,9,9,1.0
419,21,12,16,15,15,1.0
420,15,5,21,15,15,1.0
421,3,2,5,3,3,1.0
422,17,10,21,14,14,1.0
423,25,9,26,23,23,1.0
424,1,6,1,1,1,1.0
425,20,8,17,15,15,1.0
426,24,6,11,11,10,1.1
427,23,9,11,11,11,1.0
428,4,5,7,4,4,1.0
429,4,4,7,4,4,1.0
430,26,10,15,15,13,1.1538461538461537
431,6,12,11,6,6,1.0
432,3,3,5,3,3,1.0
433,10,14,17,10,10,1.0
434,19,6,11,11,10,1.1
435,11,13,21,11,11,1.0
436,9,2,17,9,9,1.0
437,25,11,11,11,10,1.1
438,18,14,25,18,16,1.125
439,2,10,3,2,2,1.0
440,16,13,11,8,8,1.0
441,5,15,9,5,5,1.0
442,26,14,20,17,15,1.1333333333333333
443,16,14,23,16,16,1.0
444,14,7,13,11,11,1.0
445,22,13,12,11,10,1.1
446,6,4,11,6,6,1.0
447,24,9,24,21,19,1.105263157894737
448,2,15,3,2,2,1.0
449,8,15,15,8,8,1.0
450,23,15,12,11,10,1.1
451,9,4,17,9,9,1.0
452,9,14,17,9,9,1.0
453,15,9,26,15,15,1.0
454,22,9,23,19,18,1.0555555555555556
455,24,4,23,20,19,1.0526315789473684
456,22,12,11,11,11,1.0
457,14,6,17,14,14,1.0
458,18,14,13,10,9,1.1111111111111112
459,9,13,11,8,7,1.1428571428571428
460,16,6,10,10,10,1.0
461,18,14,16,12,11,1.0909090909090908
462,19,11,18,16,13,1.2307692307692308
463,3,7,5,3,3,1.0
464,23,5,19,19,18,1.0555555555555556
465,6,3,10,6,6,1.0
466,2,13,3,2,2,1.0
467,7,2,13,7,7,1.0
468,26,6,14,14,14,1.0
469,20,13,24,17,15,1.1333333333333333
470,7,11,12,7,7,1.0
471,25,10,14,14,14,1.0
472,18,13,23,17,17,1.0
473,21,4,26,19,18,1.0555555555555556
474,3,6,5,3,3,1.0
475,8,9,11,7,6,1.1666666666666667
476,17,9,26,17,17,1.0
477,5,11,9,5,5,1.0
478,18,13,21,14,12,1.1666666666666667
479,9,8,11,9,7,1.2857142857142858
480,11,15,17,10,9,1.1111111111111112
481,14,3,22,14,14,1.0
482,9,8,12,8,8,1.0
483,5,9,9,5,5,1.0
484,12,13,21,12,12,1.0
485,5,6,9,5,5,1.0
486,19,5,26,19,19,1.0
487,22,7,12,12,11,1.0909090909090908
488,16,4,26,16,16,1.0
489,7,15,13,7,7,1.0
490,23,3,20,18,16,1.125
491,12,6,15,12,12,1.0
492,19,15,16,14,13,1.0769230769230769
493,15,12,20,15,13,1.1538461538461537
494,18,15,21,15,13,1.1538461538461537
495,2,5,3,2,2,1.0
496,9,10,17,9,9,1.0
497,17,9,22,16,15,1.0666666666666667
498,15,4,11,11,11,1.0
499,23,14,11,11,10,1.1
500,15,5,18,15,14,1.0714285714285714
501,7,10,13,7,7,1.0
502,1,8,1,1,1,1.0
503,21,6,19,17,16,1.0625
504,7,2,13,7,7,1.0
505,25,11,12,12,11,1.0909090909090908
506,6,8,11,6,6,1.0
507,4,3,7,4,4,1.0
508,26,2,25,22,20,1.1
509,15,12,23,15,15,1.0
510,4,11,7,4,4,1.0
511,18,10,12,12,11,1.0909090909090908
512,15,6,23,15,15,1.0
513,2,8,3,2,2,1.0
514,11,2,20,11,11,1.0
515,13,15,13,10,7,1.4285714285714286
516,8,15,15,8,8,1.0
517,5,13,9,5,5,1.0
518,6,6,10,6,6,1.0
519,9,14,13,8,7,1.1428571428571428
520,1,8,1,1,1,1.0
521,15,7,19,15,14,1.0714285714285714
522,23,14,20,16,15,1.0666666666666667
523,5,9,9,5,5,1.0
524,18,12,24,17,17,1.0
525,6,6,11,6,6,1.0
526,5,11,9,5,5,1.0
527,15,15,19,11,11,1.0
528,10,8,13,9,8,1.125
529,2,5,3,2,2,1.0
530,14,3,15,12,12,1.0
531,1,10,1,1,1,1.0
532,9,11,17,9,9,1.0
533,14,9,22,14,14,1.0
534,18,8,23,18,16,1.125
535,9,11,17,9,9,1.0
536,7,12,13,7,7,1.0
537,16,11,12,10,9,1.1111111111111112
538,16,7,14,12,11,1.0909090909090908
539,4,13,7,4,4,1.0
540,20,6,12,10,10,1.0
541,22,14,22,16,14,1.1428571428571428
542,2,2,3,2,2,1.0
543,2,8,3,2,2,1.0
544,19,4,26,19,19,1.0
545,19,8,12,11,10,1.1
546,14,9,25,14,14,1.0
547,10,9,10,9,8,1.125
548,9,15,14,9,8,1.125
549,5,14,9,5,5,1.0
550,11,8,21,11,11,1.0
551,10,15,19,10,10,1.0
552,8,15,15,8,8,1.0
553,8,9,11,8,8,1.0
554,3,4,5,3,3,1.0
555,15,2,26,15,15,1.0
556,21,11,17,14,13,1.0769230769230769
557,19,7,22,18,17,1.0588235294117647
558,26,8,26,23,22,1.0454545454545454
559,14,5,15,13,12,1.0833333333333333
560,7,13,13,7,7,1.0
561,16,7,14,12,12,1.0
562,2,6,3,2,2,1.0
563,6,14,11,6,6,1.0
564,21,4,20,18,18,1.0
565,24,10,21,16,13,1.2307692307692308
566,3,15,5,3,3,1.0
567,14,10,13,10,9,1.1111111111111112
568,25,10,19,16,16,1.0
569,25,6,12,12,11,1.0909090909090908
570,10,7,15,10,10,1.0
571,26,5,15,15,15,1.0
572,17,4,19,15,14,1.0714285714285714
573,8,2,14,8,8,1.0
574,25,4,11,11,11,1.0
575,2,11,3,2,2,1.0
576,23,13,11,11,11,1.0
577,22,8,20,19,19,1.0
578,23,5,23,21,20,1.05
579,3,15,5,3,3,1.0
580,19,12,24,17,17,1.0
581,14,11,24,14,14,1.0
582,22,9,21,18,17,1.0588235294117647
583,13,11,10,8,7,1.1428571428571428
584,5,15,9,5,5,1.0
585,23,7,20,19,19,1.0
586,24,9,15,15,15,1.0
587,5,13,9,5,5,1.0
588,17,8,24,16,16,1.0
589,9,10,13,9,9,1.0
590,22,9,22,19,18,1.0555555555555556
591,23,8,16,16,15,1.0666666666666667
592,8,9,15,8,8,1.0
593,22,5,23,19,18,1.0555555555555556
594,7,6,13,7,7,1.0
595,8,3,15,8,8,1.0
596,14,12,17,12,11,1.0909090909090908
597,5,3,9,5,5,1.0
598,18,14,13,10,9,1.1111111111111112
599,10,4,13,9,9,1.0
600,8,12,15,8,8,1.0
601,1,14,1,1,1,1.0
602,25,5,25,19,19,1.0
603,18,3,25,18,18,1.0
604,4,3,7,4,4,1.0
605,26,13,11,11,11,1.0
606,9,6,17,9,9,1.0
607,7,5,13,7,7,1.0
608,7,3,10,7,7,1.0
609,9,13,15,9,9,1.0
610,2,9,3,2,2,1.0
611,26,13,20,17,16,1.0625
612,21,5,12,12,12,1.0
613,11,5,21,11,11,1.0
614,4,4,7,4,4,1.0
615,15,12,16,12,11,1.0909090909090908
616,24,9,23,19,17,1.1176470588235294
617,11,7,20,11,11,1.0
618,14,4,23,14,14,1.0
619,17,8,15,11,11,1.0
620,10,13,17,10,10,1.0
621,5,6,9,5,5,1.0
622,6,8,11,6,6,1.0
623,3,12,5,3,3,1.0
624,21,2,10,10,10,1.0
625,21,11,19,18,16,1.125
626,17,3,10,10,10,1.0
627,6,8,11,6,6,1.0
628,10,12,18,10,9,1.1111111111111112
629,20,12,21,16,15,1.0666666666666667
630,13,12,14,11,10,1.1
631,10,10,19,10,10,1.0
632,12,5,10,9,8,1.125
633,25,3,25,23,22,1.0454545454545454
634,21,4,23,17,16,1.0625
635,22,8,20,17,16,1.0625
636,9,6,17,9,9,1.0
637,7,2,13,7,7,1.0
638,16,9,16,12,12,1.0
639,19,14,22,15,15,1.0
640,10,3,10,9,9,1.0
641,16,4,15,14,14,1.0
642,4,12,7,4,4,1.0
643,16,12,19,13,12,1.0833333333333333
644,5,2,9,5,5,1.0
645,13,3,21,13,13,1.0
646,5,9,9,5,5,1.0
647,9,13,17,9,9,1.0
648,10,13,19,10,10,1.0
649,22,10,17,15,12,1.25
650,14,15,10,9,8,1.125
651,2,12,3,2,2,1.0
652,11,12,19,11,11,1.0
653,8,8,11,8,8,1.0
654,25,6,11,11,11,1.0
655,15,15,25,14,14,1.0
656,13,5,25,13,13,1.0
657,9,15,17,9,9,1.0
658,26,10,23,20,20,1.0
659,17,7,10,10,10,1.0
660,20,10,23,18,17,1.0588235294117647
661,22,2,14,14,14,1.0
662,20,3,23,18,18,1.0
663,8,14,15,8,8,1.0
664,26,8,19,19,18,1.0555555555555556
665,15,11,15,12,11,1.0909090909090908
666,22,13,22,18,16,1.125
667,18,15,15,13,11,1.1818181818181819
668,23,3,13,13,12,1.0833333333333333
669,2,12,3,2,2,1.0
670,20,10,26,20,19,1.0526315789473684
671,12,6,16,12,11,1.0909090909090908
672,2,4,3,2,2,1.0
673,24,13,23,20,19,1.0526315789473684
674,8,5,15,8,8,1.0
675,21,10,25,18,16,1.125
676,19,9,20,15,15,1.0
677,25,2,15,15,14,1.0714285714285714
678,15,5,20,15,15,1.0
679,16,6,19,15,14,1.0714285714285714
680,16,6,26,16,16,1.0
681,15,9,21,15,13,1.1538461538461537
682,12,11,23,12,12,1.0
683,25,4,14,14,13,1.0769230769230769
684,26,8,22,22,21,1.0476190476190477
685,16,14,19,14,11,1.2727272727272727
686,9,14,15,9,9,1.0
687,3,4,5,3,3,1.0
688,20,13,23,16,16,1.0
689,20,15,16,12,11,1.0909090909090908
690,2,6,3,2,2,1.0
691,8,11,15,8,8,1.0
692,24,3,14,14,14,1.0
693,20,14,23,18,16,1.125
694,14,13,24,14,14,1.0
695,2,9,3,2,2,1.0
696,10,15,19,10,10,1.0
697,23,12,22,17,16,1.0625
698,18,10,13,12,11,1.0909090909090908
699,10,3,16,10,10,1.0
700,3,6,5,3,3,1.0
701,11,12,12,10,9,1.1111111111111112
702,13,15,22,13,13,1.0
703,6,11,11,6,6,1.0
704,26,6,26,22,21,1.0476190476190477
705,15,2,12,12,11,1.0909090909090908
706,20,8,20,15,15,1.0
707,13,10,20,13,13,1.0
708,8,11,12,7,7,1.0
709,21,13,16,15,14,1.0714285714285714
710,15,11,19,15,13,1.1538461538461537
711,17,12,20,16,15,1.0666666666666667
712,17,9,19,15,13,1.1538461538461537
713,19,8,14,12,10,1.2
714,23,5,25,20,20,1.0
715,20,13,19,16,14,1.1428571428571428
716,11,6,14,10,10,1.0
717,15,9,21,15,14,1.0714285714285714
718,3,15,5,3,3,1.0
719,23,13,23,20,20,1.0
720,10,4,18,10,10,1.0
721,24,14,12,12,11,1.0909090909090908
722,10,6,15,10,10,1.0
723,19,2,15,14,14,1.0
724,15,10,26,15,14,1.0714285714285714
725,16,11,22,16,15,1.0666666666666667
726,4,13,7,4,4,1.0
727,13,2,15,10,10,1.0
728,2,5,3,2,2,1.0
729,8,11,13,8,8,1.0
730,18,9,19,15,15,1.0
731,2,10,3,2,2,1.0
732,12,3,23,12,12,1.0
733,26,9,13,13,13,1.0
734,26,8,10,10,10,1.0
735,1,12,1,1,1,1.0
736,19,14,11,10,10,1.0
737,22,2,10,10,10,1.0
738,16,8,21,14,13,1.0769230769230769
739,18,14,14,12,11,1.0909090909090908
740,19,4,24,19,18,1.0555555555555556
741,12,3,13,11,10,1.1
742,6,4,11,6,6,1.0
743,26,2,22,20,20,1.0
744,22,12,21,15,14,1.0714285714285714
745,13,5,16,12,12,1.0
746,10,3,16,10,10,1.0
747,2,14,3,2,2,1.0
748,10,2,16,10,10,1.0
749,17,3,12,12,12,1.0
750,22,10,25,21,19,1.105263157894737
751,9,13,16,9,9,1.0
752,19,9,23,17,15,1.1333333333333333
753,2,12,3,2,2,1.0
754,21,7,15,14,13,1.0769230769230769
755,17,13,12,10,9,1.1111111111111112
756,3,7,5,3,3,1.0
757,8,12,15,8,8,1.0
758,11,12,15,10,9,1.1111111111111112
759,23,4,12,12,12,1.0
760,17,5,26,17,17,1.0
761,11,14,13,9,8,1.125
762,5,11,9,5,5,1.0
763,9,5,12,8,8,1.0
764,24,14,22,18,18,1.0
765,26,6,12,12,12,1.0
766,14,2,11,11,11,1.0
767,22,3,25,22,21,1.0476190476190477
768,10,11,15,10,10,1.0
769,3,6,5,3,3,1.0
770,12,4,12,12,11,1.0909090909090908
771,19,15,16,13,12,1.0833333333333333
772,3,4,5,3,3,1.0
773,4,5,7,4,4,1.0
774,17,3,18,12,12,1.0
775,7,15,13,7,7,1.0
776,14,6,22,14,14,1.0
777,21,3,20,18,17,1.0588235294117647
778,12,12,23,12,12,1.0
779,19,9,16,13,12,1.0833333333333333
780,10,5,19,10,10,1.0
781,25,6,12,12,11,1.0909090909090908
782,23,5,22,20,20,1.0
783,19,4,13,11,10,1.1
784,23,12,16,14,12,1.1666666666666667
785,21,9,15,13,12,1.0833333333333333
786,2,6,3,2,2,1.0
787,2,6,3,2,2,1.0
788,9,5,17,9,9,1.0
789,2,9,3,2,2,1.0
790,2,12,3,2,2,1.0
791,9,12,14,9,8,1.125
792,25,14,13,13,12,1.0833333333333333
793,25,8,24,23,22,1.0454545454545454
794,8,14,15,8,8,1.0
795,20,13,13,11,10,1.1
796,23,11,18,16,15,1.0666666666666667
797,23,14,24,20,19,1.0526315789473684
798,19,4,19,19,17,1.1176470588235294
799,12,4,21,12,12,1.0
800,14,8,13,10,10,1.0
